Scene ID,Scene Start,Scene End,Valence,Arousal,Dominance,Audio Energy,Spectral Centroid,mfcc1,mfcc2,mfcc3,mfcc4
sc331,6668,6686,5.87833333333333,4.735,5.43166666666667,0.038062351017161,1607.96980906883,-293.053994865127,124.720365049924,-2.10451465323349,37.7193988779905
sc332,6671,6689,5.67846153846154,4.03,5.61461538461539,0.047562898344617,1669.71309353892,-276.80219806319,127.493620343232,-18.2494739004403,30.9089999167273
sc333,6673,6691,5.85222222222222,3.98333333333333,5.58222222222222,0.054787613410783,1617.36820972144,-274.554063053381,134.615350425618,-32.8493926433423,24.8682295674959
sc334,6676,6694,5.65214285714286,4.02142857142857,5.52571428571429,0.0567863038229,1696.10454273066,-268.41475893646,134.192800095206,-44.8701656476493,22.7385858744164
sc335,6678,6696,5.39833333333333,4.51166666666667,5.07333333333333,0.061925923208909,1779.2281577713,-254.812618976366,132.747802044861,-50.5895335959484,21.2279049319477
sc336,6681,6699,5.53,4.9,5.61,0.073117263836067,1870.05996295473,-232.09884722943,129.940948117298,-61.0281239604791,23.6689985533476
sc337,6683,6701,5.331,4.23,5.151,0.079727425661149,2030.40860654349,-204.847877273432,120.545575330004,-64.4460093231798,25.7972873365094
sc338,6686,6704,5.6725,4.1125,5.805,0.09201967390682,1950.41193735778,-193.484472223614,126.229265336695,-64.0112597546346,24.9148405986773
sc339,6688,6706,5.21,4.61571428571429,5.19428571428571,0.106296255339199,1867.7664840908,-182.96109547529,131.106635371682,-62.608755455425,26.1643452407383
sc340,6691,6709,5.1175,4.9275,5.14,0.123908869741693,1886.07017320812,-147.474574844659,127.064565602713,-45.8115908336185,36.0486754643342
sc341,6693,6711,4.765,5.24,5.365,0.14874238080493,1806.8303176184,-121.918586744072,132.330810329106,-37.8527470562326,41.0103160015513
sc342,6696,6714,5.73666666666667,3.91666666666667,5.41,0.162053052201581,1762.70613035904,-107.425534709823,136.644823307917,-39.8020020726374,42.902544165984
sc343,6698,6716,4.77,4.806,4.878,0.196124631129007,1724.97605718505,-88.0385632647413,139.137334410933,-37.7434359690726,42.6654033577916
sc344,6701,6719,6.34333333333333,3.68,5.94,0.229237662037192,1627.24506691127,-63.5162547033083,148.310626469021,-39.2211373309222,43.6836883528577
sc345,6703,6721,4.71,3.84,4.11,0.247282116045753,1565.04972095351,-44.9715600448343,154.23852936748,-45.5034797261144,44.0232299888196
sc346,6706,6724,5.35,4.148,5.294,0.228235205235368,1659.56101489795,-49.5175919808505,148.237760482943,-48.1522379332626,43.682305696152
sc347,6708,6726,4.96,4.176,5.018,0.22251154494241,1669.56078374345,-55.361697362036,149.725575554813,-50.5942489272954,46.7696110851452
sc348,6711,6729,5.40625,3.9475,5.4825,0.221643457886972,1642.0791592498,-58.5266092350445,152.301956741583,-55.5456462666545,48.6416897174809
sc349,6713,6731,5.50083333333333,4.175,5.15416666666667,0.225896064460361,1613.51205890182,-60.398664433712,154.409335390968,-57.3105477829221,47.3770111524293
sc350,6716,6734,5.876,4.096,5.792,0.186632438448581,1644.08115624429,-76.6461758036129,152.618874388542,-55.3068284151137,46.41290740256
sc351,6718,6736,5.14,4.846,5.116,0.167571742914832,1637.15433060726,-91.567307354713,152.671804003611,-53.3821727912538,44.8382430196719
sc352,6721,6739,5.73,4.57888888888889,5.98222222222222,0.13930137707785,1650.84552835424,-117.052484919215,149.604681934602,-46.2384574582124,44.6974918864214
sc353,6723,6741,4.935,3.7825,5.675,0.135380020700964,1727.93499262781,-118.969720569943,144.630691064146,-45.9921527406871,45.4934354420487
sc354,6726,6744,5.18142857142857,4.11285714285714,5.02,0.137876629403638,1784.94601352595,-117.069463522936,140.543455112749,-49.1578164354182,44.4300737469346
sc355,6728,6746,5.722,4.36,5.574,0.126848327636267,1829.60328317469,-124.807771420155,137.516953201456,-47.9578859634567,42.24045732186
sc356,6731,6749,5.145,4.45,5.37,0.123765959798979,1842.82610942455,-123.609400276289,136.856089507447,-47.8393178726765,43.1723318211104
sc357,6733,6751,5.68384615384615,4.02692307692308,5.58692307692308,0.11770693956491,1895.1357852362,-125.911113742441,134.653908950329,-53.0286140797302,44.2610596444889
sc358,6736,6754,4.894,4.488,5.494,0.114573378552942,2013.02533475085,-120.989421976505,128.372786083653,-54.9071634983305,48.9958102206748
sc359,6738,6756,5.16625,4.05875,5.3525,0.159532944874714,2073.66906920876,-89.6446144331154,124.408560668834,-54.5504665891306,49.7931297683521
sc360,6741,6759,5.9,4.46666666666667,5.81666666666667,0.165610883827273,1972.07119748462,-88.2274180670469,130.626841521825,-55.053431722984,48.0969436544132
sc361,6743,6761,5.62666666666667,4.32666666666667,5.22333333333333,0.165352043120389,1905.45346590336,-90.9833164410452,135.04467121407,-52.8720376416932,47.2193559853011
sc362,6746,6764,4.2975,4.82,4.9825,0.172912641224883,1958.43960177839,-81.9108204566077,132.46852952664,-55.708536438665,48.9480704878204
sc363,6748,6766,4.875,4.68,5.5975,0.194986304308099,1957.92252419643,-67.1154196046671,132.637918121173,-56.6309916387875,48.8856475136945
sc364,6751,6769,4.80666666666667,4.40111111111111,4.76222222222222,0.204768096696241,1889.94031196171,-67.8775502495445,134.907884802647,-49.3136125473443,47.5120174248233
sc365,6753,6771,5.65666666666667,4.02,5.28,0.213144335649595,1843.88749551622,-61.9044262233525,136.789747205142,-46.016347844278,45.9455495712005
sc366,6756,6774,5.965,4.20875,5.8475,0.228975872415086,1717.37716262888,-63.3676471663477,142.860879360665,-45.9400125253319,42.3426352819301
