Scene Start,Scene End,Valence,Arousal,Dominance,Vader neg,Vader neu,Vader pos,Vader compound,Audio Energy,Spectral Centroid,mfcc1,mfcc2,mfcc3,mfcc4
402,440,5.45448598130841,4.21841121495327,5.59018691588785,0.101,0.805,0.093,-0.6036,0.099022450273438,2226.16128446811,-93.4132742596483,98.6433488530745,-7.40750576971059,28.2116714858605
444,450,5.24555555555556,4.04111111111111,4.91111111111111,0.069,0.931,0,-0.3818,0.210281532428178,1712.16485886399,-40.4164334512828,124.096112885573,4.76010983850753,21.7895197219676
451,470,5.56263157894737,3.95631578947368,5.57491228070176,0.073,0.851,0.076,0.1635,0.065538747511986,2468.88832786646,-128.771021511295,88.2347495700541,-7.88928076309032,33.7188945272155
471,480,5.70878787878788,3.76272727272727,5.41424242424243,0,1,0,0,0.084765315781856,2390.78470091384,-110.734596058726,89.0250860243116,-20.5473378795989,28.8813199505108
540,588,5.13966101694915,4.01593220338983,5.3906779661017,0.067,0.875,0.058,-0.4841,0.114535326667434,1931.11054983161,-99.0407448265989,113.93783947161,-7.69467721769249,28.3195534906302
590,595,5.94166666666667,3.63333333333333,5.51,0.051,0.949,0,-0.0772,0.162097974502716,1147.96602346,-113.966193715095,158.124513221567,2.53124542011316,23.2103215620744
596,608,5.58238095238095,3.97333333333333,5.47,0.082,0.918,0,-0.6973,0.10778832206359,1582.83174733557,-122.260720731397,130.047608513865,-4.06491906130995,32.1199810518107
632,670,5.97586206896552,4.18551724137931,5.72931034482759,0.045,0.715,0.24,0.9694,0.158599750675741,1357.71383080431,-114.29004813084,142.906702740935,19.6059164189073,11.1822225480341
671,720,6.05066666666667,3.78666666666667,5.72066666666667,0,0.901,0.099,0.7003,0.018363982566783,2182.17833294836,-337.734644700706,100.326112742597,4.61226356299672,18.7834270825072
721,743,5.04947368421053,3.88,5.11789473684211,0.078,0.908,0.014,-0.7096,0.034234901569456,1765.89214881949,-338.929496503572,115.862986909132,20.5594203689293,30.1050888914766
745,859,5.45569620253165,3.97443037974684,5.49506329113924,0.025,0.893,0.082,0.966,0.024312286966156,2249.56618797746,-293.307246530892,93.047716408535,-0.191173366494137,41.8556629971214
860,892,5.38266666666667,3.62333333333333,5.17,0.025,0.975,0,-0.2263,0.0137646424851,2060.0524151825,-362.465534037961,100.240553453433,13.2937494617291,36.7900180838009
893,1050,5.24535947712418,4.23241830065359,5.24228758169935,0.111,0.842,0.047,-0.9871,0.023524649890388,2936.72215570762,-346.102750889379,68.9055560294963,7.99191969261848,32.3167296090558
1051,1100,5.75666666666667,3.7625,5.68333333333333,0.081,0.88,0.038,-0.5204,0.010493635104621,3443.85867192718,-336.840621162744,38.8846674588976,-20.866464823493,47.9051522542351
1101,1112,4.95777777777778,4.195,5.33055555555556,0.086,0.914,0,-0.7096,0.050206464270478,2896.38020591842,-206.112536087873,67.4815475563425,-8.28315472110853,29.4858951890742
1113,1130,5.674,4.084,5.626,0,0.943,0.057,0.128,0.078655581923123,1354.32015777095,-247.458041241272,140.487152423616,40.9835337271382,26.8696736194381
1185,1214,5.24901960784314,4.18921568627451,5.36960784313726,0.125,0.827,0.048,-0.9533,0.028695810567498,3525.84522296385,-270.236366425173,46.0847140302151,-8.58871683100976,26.997447241836
1225,1325,5.33601694915254,4.08898305084746,5.3921186440678,0.123,0.851,0.026,-0.9916,0.03831989065622,2355.07074875136,-269.714333101934,85.9399862671322,7.56577462320563,30.5728029743689
1326,1360,5.2952380952381,4.31428571428572,5.45428571428571,0.054,0.862,0.084,0.5052,0.055424880611693,1900.37024609405,-248.091440840052,104.533970938512,20.4958098885817,28.0329039650683
1361,1380,4.93909090909091,4.26909090909091,5.48454545454545,0.158,0.775,0.067,-0.6523,0.017186680759548,2025.92891547915,-318.227598422044,99.695341223034,15.3711966625458,27.8393426443372
1400,1410,5.22777777777778,4.15944444444444,5.34888888888889,0.068,0.864,0.068,-0.0085,0.037683202076735,2228.51524374471,-239.073958977245,88.9478538707571,-5.17724283566099,23.425701676601
1415,1433,5.67307692307692,4.01461538461539,5.51269230769231,0.046,0.893,0.06,0.1531,0.144030477277222,2008.59396736655,-75.5235241538734,108.525675910875,11.2363210326915,20.1374320780918
1435,1460,5.35322580645161,4.11193548387097,5.60451612903226,0.018,0.931,0.052,0.5719,0.161207221691907,1944.65069063757,-83.5426723858879,110.080994074316,10.8222783600471,29.3628677773361
1461,1470,5.3564,4.1048,5.6644,0.017,0.983,0,-0.1531,0.252343051679646,2198.90830364099,-17.119082478686,103.876146837347,7.22967817819573,22.3128581198011
1471,1475,4.91125,4.39125,5.05625,0,1,0,0,0.357609114704639,1978.16689331705,15.0692075733125,109.126640605415,2.69433270361259,25.7804400898891
1476,1485,5.3462962962963,4.2162962962963,5.11814814814815,0.098,0.902,0,-0.8074,0.302106664884505,1878.81151131759,-31.2034613758548,109.442155715201,-7.13066038081053,34.8342415109386
1525,1545,5.01,4.40310344827586,5.19310344827586,0.206,0.794,0,-0.9747,0.329436834766666,2124.11598421802,7.45970991362172,102.50000578539,0.745166013352665,31.0183547707791
1583,1605,5.25430379746835,4.25303797468354,5.13493670886076,0.158,0.821,0.02,-0.9902,0.290435471223338,2127.68062153331,-16.3717889199899,100.140694941513,0.345920201838022,30.2553164217564
1606,1645,5.34314814814815,4.40333333333333,5.42,0.1,0.876,0.024,-0.9436,0.258092341042311,2302.10999252839,-9.95883297309751,97.834571882794,2.39149176098776,26.1222749531597
1646,1671,5.14217391304348,4.17173913043478,5.27423913043478,0.097,0.89,0.013,-0.9771,0.160256366791269,2430.60510524027,-58.9029131611347,94.1636537067365,2.1944829908616,21.9527632678477
1685,1714,5.48397058823529,4.13941176470588,5.43205882352941,0.071,0.874,0.054,-0.6408,0.019855670547198,2845.42314103479,-292.99843100546,71.4545069625967,-5.18411309399499,25.5204215729205
1720,1740,5.09111111111111,4.26203703703704,5.08722222222222,0.117,0.847,0.036,-0.9612,0.131790308646359,2780.48933892163,-158.004709644793,68.0142390464965,-19.179502621586,41.2067713646059
1742,1835,5.40851239669422,4.16685950413223,5.51347107438017,0.13,0.827,0.043,-0.9935,0.036458510500695,3009.50686344985,-227.417066545798,61.2237237479393,-6.58311347546268,38.2020409252997
1840,1864,5.5998,3.8298,5.4676,0.053,0.9,0.047,-0.5151,0.020851891433992,2459.73852633597,-330.65246750781,84.4070062376732,-4.4587583464669,37.5858034564875
1871,1895,5.42770833333333,3.965625,5.36395833333333,0.094,0.893,0.013,-0.9371,0.025071942530003,2475.36934106115,-272.375469774073,79.4863588288258,-5.37645064006965,42.4498514230983
1896,1904,4.05,5.55,4.85,0,1,0,0,0.096106343730181,1443.30475925042,-185.934886777643,147.374579111929,-16.360070724126,32.3721325188398
1905,1955,5.37672727272727,4.04618181818182,5.40836363636364,0.064,0.889,0.047,-0.3595,0.035941813308822,2729.68910856448,-278.994039320547,66.3458045661124,5.49557192253475,50.4330361197689
2025,2093,5.54423076923077,4.19884615384615,5.24615384615385,0.124,0.829,0.047,-0.6808,0.077319801059462,1397.95605740086,-234.147472247737,145.529398041958,5.07501954373072,21.9278774807666
2094,2128,5.87291666666667,3.93458333333333,5.46375,0.085,0.915,0,-0.8091,0.087572741924295,2252.530873243,-132.449151309542,97.9803171091939,12.2958548405199,26.7805762337312
2190,2228,5.605,4.00947368421053,5.56105263157895,0.146,0.772,0.082,-0.7551,0.010071527649779,3587.08095475857,-331.463481519759,33.5833056740524,-13.9779706515572,44.4517986393583
2229,2268,5.27395833333333,4.014375,5.51854166666667,0.13,0.829,0.041,-0.9687,0.024171678819338,3445.85994611493,-269.755842829622,39.457471165887,-23.9951743632752,49.5142868173022
2270,2295,5.4571186440678,4.00220338983051,5.56983050847458,0.085,0.892,0.023,-0.908,0.022198363114862,2267.37899266268,-295.922255135342,93.4144386293396,32.3802857946103,36.6995879012614
2296,2302,6.05333333333333,3.59333333333333,5.95,0.091,0.909,0,-0.296,0.098754988130489,1261.34513894176,-228.601633815964,137.223896211402,21.495466563413,19.8525683606974
2305,2350,5.45333333333333,3.81962962962963,5.25148148148148,0.073,0.898,0.029,-0.7178,0.008646185496743,3470.86629533404,-370.109027888737,40.5719013743766,-5.28982189832934,37.6294847752042
2355,2400,5.00333333333333,3.96583333333333,4.9825,0.114,0.886,0,-0.7236,0.009327284092538,3131.10335466965,-356.397370117549,65.4086050808731,0.394881035631195,21.192026140016
2411,2435,5.00909090909091,3.99,5.40545454545455,0.073,0.911,0.016,-0.7351,0.058469257061126,1767.41203454497,-246.2815412233,111.45524918709,28.5746231177167,29.3945390108044
2436,2445,5.10785714285714,3.77571428571429,5.24714285714286,0.135,0.838,0.027,-0.7003,0.069676073065018,1612.47288857672,-217.564827376108,123.544243118099,5.90936051290084,33.1206034775803
2446,2460,5.71916666666667,3.79583333333333,5.545,0.033,0.904,0.063,0.3612,0.01825354437279,3207.5592518263,-344.880552607417,55.6435638598227,1.88887162985393,35.8359017923165
2461,2464,4.8965,4.734,5.211,0.182,0.804,0.014,-0.9567,0.100996918527282,2488.55450610088,-154.475354981204,90.9039854184119,36.1974137376194,26.5927088547556
2465,2470,4.87333333333333,4.61,4.39333333333333,0.154,0.846,0,-0.4767,0.114009763859306,1952.23632812162,-133.550175152382,107.608221242937,17.2871011138371,26.5416800225752
2471,2475,5.64416666666667,4.58916666666667,5.45583333333333,0.066,0.862,0.072,0.09,0.064866788240292,1965.26353452308,-174.285833975974,107.520860479116,23.9731584786112,29.5679149869491
2476,2478,5.6,3.88666666666667,5.30444444444445,0,1,0,0,0.149489740377867,2979.29473238643,-61.0039492427618,67.8304103751289,22.318806542047,28.5713545726075
2479,2490,4.95461538461538,3.61846153846154,5.17692307692308,0.132,0.789,0.079,-0.2732,0.066379913486308,2848.59917894403,-116.055093090892,75.3781272420592,14.5681867999171,29.8003566080838
2491,2520,5.19047619047619,4.10666666666667,5.42380952380952,0.113,0.82,0.068,-0.3941,0.115434294534697,2387.49193568283,-115.511324798473,84.6077080750348,5.42169223087662,31.7924995125965
2521,2525,5.589,4.643,5.063,0.167,0.74,0.093,-0.4881,0.201364142068577,2331.42010192044,-38.3198295118425,94.4598037656505,-3.55931939471673,23.3741566605504
2526,2536,5.01769230769231,4.43,4.98076923076923,0.147,0.853,0,-0.6369,0.108134368678579,2136.68497422002,-116.719934835266,98.510493870088,11.7270473985167,33.820117769634
2537,2580,5.14592592592593,4.35111111111111,5.11407407407407,0.172,0.818,0.01,-0.9545,0.02332960666467,3151.80025874721,-320.647273220264,47.5744198383977,8.26789063784645,38.3470179906996
2587,2605,5.05588235294118,4.11588235294118,4.93058823529412,0.075,0.891,0.034,-0.3818,0.031231210356278,2541.66588361105,-246.000519651646,81.7699898111159,-3.57255286078595,50.538400314485
2615,2634,5.01909090909091,4.42090909090909,5.18,0.254,0.746,0,-0.9179,0.012998558270149,3236.46054239663,-321.176845789661,53.1306670843703,7.91515777893766,42.08893926679
2635,2793,5.54239436619718,3.98366197183098,5.4056338028169,0.113,0.853,0.033,-0.9762,0.046324994950116,2018.4610945093,-304.302564820012,97.7551035397267,11.1133821806448,40.5181643022942
2793,2830,5.36485714285714,4.40057142857143,5.27742857142857,0.077,0.811,0.112,0.5672,0.053353757933531,2663.84240093346,-271.70495020375,76.9284898769927,16.223980047597,33.7733682022755
2831,2858,5.66966666666667,4.44566666666667,5.58833333333333,0.172,0.713,0.115,-0.799,0.176984230943367,2452.66376767527,-47.1280423346374,92.1596657187884,-3.92980220740163,25.4968988385087
2859,2862,6.3725,3.785,5.615,0.201,0.625,0.174,-0.1027,0.196600668053662,3092.45841602014,9.11354153213362,62.5426504556991,-16.0567277154261,10.0771572416251
2863,2910,4.9616,4.5976,5.0748,0.246,0.731,0.023,-0.9722,0.384855990658435,2661.23919398739,47.0956802113526,79.1933167193762,-1.55555437970679,22.6217175316877
2911,3038,5.122,4.27347826086957,5.29104347826087,0.129,0.832,0.039,-0.9922,0.020329672953195,3887.49175466805,-320.597526305561,47.7634369001272,10.6519162440986,28.5741939906192
3039,3055,5.57285714285714,4.35071428571429,5.35571428571429,0.04,0.896,0.064,0.079,0.01346776487188,3542.17895341135,-316.741725163845,31.2167407346019,5.24525597308315,38.93853387056
3056,3200,5.51984615384615,3.90492307692308,5.48723076923077,0.068,0.82,0.113,0.9404,0.009061906898278,2213.62761261724,-398.271277578801,91.0099866252151,7.32954706333893,32.3335559615989
3255,3412,5.36760563380282,4.11302816901409,5.32507042253521,0.062,0.903,0.035,-0.9405,0.01392337744707,2735.20297732102,-345.614560969666,71.5010032053326,-25.5705419467779,48.0002067532482
3413,3455,5.81216216216216,3.82513513513513,5.43027027027027,0.03,0.911,0.059,0.4767,0.010031729703529,3264.6294750524,-326.518251851826,47.2964326055372,-24.4735752273519,30.3732793154936
3456,3558,5.38069767441861,4.37906976744186,5.28337209302326,0.129,0.812,0.059,-0.9904,0.055298308427162,3273.30271287099,-234.167309671422,58.5431195613162,7.62996705001578,28.0802589690855
3559,3697,5.59449275362319,3.85876811594203,5.44688405797102,0.059,0.913,0.028,-0.9714,0.017748702208431,2737.67095444288,-335.617752855278,64.7079379983891,-12.9507351057341,45.5441733097124
3698,3760,5.47308641975309,3.97185185185185,5.32975308641975,0.074,0.894,0.032,-0.931,0.087827861552959,2030.50412230448,-155.874107646344,109.411381703253,15.6087520033209,27.9718261147309
3790,4005,5.31159420289855,4.07159420289855,5.17949275362319,0.125,0.84,0.036,-0.9945,0.038228294484579,2599.64137278809,-360.966564989163,83.4495789684914,12.767218473407,16.5753578262627
4006,4089,5.56807692307692,4.12721153846154,5.52394230769231,0.117,0.828,0.056,-0.981,0.101175885207737,2138.55761621364,-188.414686225404,100.154476109715,-6.40143758949701,39.0269370463813
4090,4126,4.698,3.728,4.61,0.318,0.682,0,-0.7901,0.050029569117546,2419.83942193025,-195.06381343785,86.962577421769,-25.2715651052405,33.7894261358523
4128,4305,5.53229885057471,4.09068965517241,5.54229885057471,0.071,0.855,0.074,-0.38,0.020041597466385,2438.14129856862,-347.885106250502,86.5001351383757,1.39845415136786,35.9581561543682
4318,4335,5.38875,3.5925,5.24125,0.095,0.905,0,-0.4215,0.044323681721202,2717.19773284222,-180.859794075136,73.496807306346,-19.1477840158762,31.2499712876328
4339,4358,5.142,4.386,5.442,0.198,0.679,0.123,-0.4404,0.007936175885144,3638.88615100962,-360.67938356144,44.0032849456899,6.81730495267854,25.5026264728295
4359,4365,5.213,3.683,5.291,0.039,0.961,0,-0.1531,0.011407931883025,2772.75869005884,-397.0000721412,65.05780103524,36.6469808031101,40.4927051314015
4381,4420,5.38411764705882,4.15294117647059,5.35411764705882,0.134,0.866,0,-0.6369,0.019513528954844,2303.76071917619,-355.303836067004,88.8474956822865,9.29731850700913,26.9122980529585
4421,4450,4.91928571428571,4.59035714285714,5.3,0.272,0.684,0.044,-0.9759,0.228649337926484,2025.15797311553,-42.0349586551769,112.585542250931,-15.5127500588213,18.3580607541552
4451,4464,4.64714285714286,4.48857142857143,4.87857142857143,0.081,0.919,0,-0.296,0.013824174848518,1916.14498146323,-376.682961340723,97.7704337349308,17.8660388581842,38.683786383816
4465,4535,5.23357142857143,3.98242857142857,5.32414285714286,0.056,0.873,0.071,0.4282,0.109931579391473,1695.17373493906,-195.021703545965,127.781900566967,3.37028145219636,27.8251773128526
4536,4600,5.191625,4.312875,5.287625,0.136,0.845,0.019,-0.9914,0.118052060512481,2408.10704762331,-147.433204138513,82.886127139395,-14.8995343928015,21.3032658644609
4600,4615,5.29,4.10222222222222,5.28222222222222,0.25,0.697,0.053,-0.8531,0.157236017937916,1849.6733305337,-103.199522972316,124.664640982604,13.1061036719874,26.7664625129522
4616,4640,5.59173913043478,3.96173913043478,5.01173913043478,0.085,0.865,0.051,-0.4019,0.117645374178212,2772.52589507579,-79.1395319413434,79.7483849288051,-7.95424463797538,22.4051875812999
4641,4660,5.91357142857143,3.59714285714286,5.79142857142857,0.045,0.955,0,-0.3612,0.26517988403401,1705.76184732753,-49.8183533084596,117.133502253105,17.3537949798012,26.200947899049
4661,4676,4.81,4.07916666666667,5.11583333333333,0.046,0.926,0.028,-0.296,0.311583071515516,2062.04862395971,9.07758471735052,101.093523451167,8.48032807293443,24.4916831640408
4677,4755,5.53583333333333,4.02183333333333,5.22066666666667,0.204,0.724,0.072,-0.9894,0.105316104525306,2397.10395689509,-108.383520530148,92.6788624624579,3.21861055710041,19.4080210392208
4756,4765,5.3925,3.53,5.0475,0.074,0.926,0,-0.1531,0.181674501148881,1898.39885956601,-113.8884092362,98.2557879008884,38.6163237123344,29.8211604122886
4788,4855,5.35068965517241,4.19,5.17172413793104,0.139,0.784,0.077,-0.8449,0.084708009283826,2170.72719073451,-241.65138118531,98.6780983570405,-3.59233832492891,19.9151780425696
4905,4965,5.12806818181818,4.03079545454546,5.22454545454545,0.068,0.91,0.022,-0.9175,0.100252961045902,1131.55448633349,-224.612824223969,155.038458837892,17.836894189857,30.4282750716629
4966,4975,5.29375,3.77458333333333,5.485,0.048,0.799,0.154,0.8038,0.084023917596825,1612.67379899933,-204.285497942163,127.003856903245,10.1433043542765,13.1155840964675
4990,5055,5.46015873015873,3.99634920634921,5.5784126984127,0.052,0.882,0.066,0.4404,0.056558369868119,1698.07289179618,-237.670855289043,116.532828451168,16.3778340084788,33.9953412337606
5073,5108,5.777,3.809,5.49,0.07,0.799,0.131,0.3612,0.058443798683521,1351.68329314037,-259.378724968474,139.449618174457,8.05407455839733,25.9865191429019
5109,5145,5.51025,4.22225,5.449,0.083,0.823,0.093,0.1697,0.075680408032365,1955.52410505228,-208.98634638777,105.770352107259,12.7200126002795,14.0483349239565
5146,5166,5.41515151515152,4.18151515151515,5.21454545454546,0.077,0.838,0.085,0.2342,0.081190165919644,1515.67403829138,-256.669745855791,124.95359800798,6.37896408821722,27.2835299663349
5190,5227,5.65294117647059,4.01235294117647,5.24676470588235,0.057,0.924,0.018,-0.5719,0.093794912533832,1329.65433922201,-198.755602077413,122.984885383015,10.3923566595816,46.5709110805125
5224,5240,5.34055555555556,3.86166666666667,5.28888888888889,0.143,0.857,0,-0.9068,0.061368982686543,1439.34252356147,-264.534488319843,108.105872246181,25.9128037781596,37.8015128289785
5247,5255,5.02363636363636,4.11727272727273,5.39909090909091,0.225,0.775,0,-0.7717,0.106292880065721,1606.44808417318,-165.920624137158,116.840465743776,13.408345888246,40.2911772067678
5315,5367,5.32041666666667,4.06333333333333,5.33395833333333,0.106,0.871,0.023,-0.91,0.308144463857731,2166.2349954466,-13.0913130161038,101.116319089097,5.84917286178845,33.9546388727025
5425,5450,5.80666666666667,4.5175,5.20333333333333,0.128,0.835,0.037,-0.7672,0.02683295687448,1400.99789234764,-323.463049233336,117.19211087319,6.9811786497621,30.7821510160179
5494,5508,3.525,5.60416666666667,4.36166666666667,0.356,0.644,0,-0.9758,0.22263082897049,2407.68883920811,-44.2248397729157,88.0935068205855,6.21299324894786,34.1044594827579
5614,5634,5.68521739130435,4.12826086956522,5.30695652173913,0,1,0,0,0.021090972213905,3217.88233211749,-242.894555547203,61.0098456103343,3.97099126094194,18.2939072705753
5970,6045,5.28942857142857,4.28985714285714,5.44885714285714,0.126,0.823,0.051,-0.9606,0.083043090313392,2214.83505469348,-157.848981532421,101.105819414353,6.22627810728429,19.2614637672779
6058,6084,5.89866666666667,4.606,5.544,0.141,0.751,0.108,-0.727,0.284858011868267,1116.62584116239,-150.076519890762,142.0296311375,37.2515986321529,40.4503147493512
6085,6140,5.25595238095238,4.14214285714286,5.12666666666667,0.124,0.828,0.048,-0.8989,0.038661040720903,1139.34633082213,-320.83155148018,138.320030332217,6.25138508706502,36.0554147408209
6141,6155,5.5585,3.8945,5.588,0.031,0.896,0.073,0.4588,0.049021139870848,1580.68189142501,-227.357553902315,132.214960531861,17.1729990854033,7.0967459688999
6156,6172,5.615,3.96166666666667,4.96,0,1,0,0,0.150808249619991,1458.44267897912,-130.830471729092,134.166423597337,28.5896635375138,21.9274231951501
15,40,5.9525,3.77361111111111,5.73361111111111,0.062,0.718,0.22,0.9289,0.037469161604098,2645.11011157674,-380.548756913472,69.7894184816329,-16.3743579274299,33.0825421345018
41,60,5.2815,3.971,5.554,0.06,0.797,0.142,0.6062,0.010476013259026,2717.12908390041,-391.741823402437,69.7942988378616,-17.3683426307959,28.2993864946186
61,72,6.01727272727273,3.61454545454545,5.64727272727273,0.153,0.764,0.084,-0.2263,0.001812903177238,3575.14108580937,-497.935414759776,16.0824503956992,-21.5775325537598,37.863636059384
73,565,5.64519348268839,3.96209775967413,5.57751527494908,0.127,0.766,0.107,-0.9888,0.030058338521775,2282.26139794687,-294.919823653731,93.2055917491638,-15.8279897597453,27.8880643011834
566,623,5.67982142857143,3.77,5.55892857142857,0.076,0.875,0.049,-0.7183,0.050843638908837,1972.13900311866,-235.837597126459,107.330884047564,-16.3225244995802,37.0353317734815
624,660,5.85605263157895,3.90315789473684,5.73131578947368,0.084,0.837,0.079,0.0688,0.094081701181769,2163.6480971108,-115.965937246961,101.720211092251,-18.9742051759315,31.6926507590746
661,665,5.78428571428571,4.32285714285714,5.54571428571429,0.08,0.92,0,-0.2716,0.046694624801515,919.812006623769,-298.230422495535,166.194056163484,11.7864419954003,30.6718453151885
666,670,5.062,4.358,5.24,0.174,0.826,0,-0.5647,0.042710566197881,1118.47707860127,-289.67124014167,145.265676320891,12.9451735474682,33.6601020356787
671,680,5.5595652173913,3.80478260869565,5.82,0.104,0.845,0.051,-0.3612,0.037876850771866,1088.16943349866,-302.160218461891,149.185757772609,18.0155706379906,34.2349138495336
681,690,4.982,4.215,5.143,0.289,0.673,0.039,-0.9054,0.048957970690663,1851.98355764765,-213.807672218236,118.2327641193,-0.61565643805126,30.2621345527863
710,750,5.99186046511628,4.00604651162791,5.53139534883721,0.085,0.888,0.027,-0.88,0.03156220473505,1850.38007292427,-255.511801823008,118.387015821521,-11.2561242716194,23.6460916038368
751,763,5.66416666666667,3.82458333333333,5.36166666666667,0.101,0.899,0,-0.7955,0.14525668625811,2040.55559598899,-130.375138191925,107.113979580621,-11.9383936943316,19.2377162531342
766,787,5.71454545454545,4.01484848484848,5.57454545454545,0.026,0.879,0.095,0.7783,0.006400889924319,1912.67120127649,-488.926516355993,100.447026924652,20.1333253961654,29.2965217056667
788,790,5.642,4.023,5.278,0,0.842,0.158,0.6369,0.015729923115512,2212.14174953446,-342.685753445015,82.279022503635,-59.1607339166312,10.9829552193463
791,1020,5.96335365853659,4.10060975609756,5.70932926829268,0.06,0.824,0.116,0.9877,0.007050715506169,2712.06126364061,-416.68335930827,77.9480705374373,5.09985461992116,23.466984198089
1021,1040,5.74666666666667,4.06666666666667,5.54285714285714,0.055,0.817,0.128,0.6448,0.014253957980692,2653.14183342646,-277.490451304585,84.0603234703815,-12.4505450105918,24.7522356950228
1041,1110,5.53689189189189,4.15459459459459,5.46391891891892,0.224,0.724,0.052,-0.9961,0.022831536476865,2666.58813187907,-261.437000182901,85.8557437116446,-6.35833112997455,16.5126699217858
1111,1128,5.03555555555556,4.13962962962963,5.26296296296296,0.141,0.796,0.063,-0.7964,0.004167976568944,2652.54820953431,-469.755687213818,82.4825773499984,6.46743259595927,9.48462346227791
1129,1160,5.67127659574468,3.91829787234042,5.2963829787234,0.043,0.835,0.122,0.9367,0.008075931431209,2849.47864942238,-430.769906079572,72.1348280812533,4.21018110475917,19.664466056372
1164,1290,5.44147286821706,4.15519379844961,5.45922480620155,0.138,0.764,0.098,-0.969,0.02182450810251,2691.87785272728,-278.892980175168,81.6396469199734,-7.9362539597837,19.6866473975589
1292,1320,5.98529411764706,3.71529411764706,5.72411764705882,0.101,0.842,0.057,-0.2023,0.025037155296522,1616.6394580322,-275.48781143114,135.270324648861,3.30740895158073,15.5388423126911
1321,1357,6.055,3.66107142857143,5.72142857142857,0.023,0.824,0.153,0.8924,0.016409258763632,1398.32148291504,-362.771498749285,143.935563813682,26.6203451006444,13.6495311518605
1358,1440,5.78426470588235,3.85529411764706,5.56264705882353,0.067,0.87,0.063,-0.4215,0.017329448766948,1486.34913007003,-383.212906892272,122.125179314823,21.4762622324613,32.975916137664
1475,1734,5.51736263736264,4.01241758241758,5.4556043956044,0.112,0.827,0.061,-0.9907,0.030237515276735,2047.06176422891,-322.708271075061,104.540565207958,-2.63991629997706,30.0041525292543
1735,1740,5.47466666666667,3.67533333333333,5.53266666666667,0.044,0.956,0,-0.4019,0.116043807114381,2452.07003956768,-65.4716871080952,85.6031790408306,-23.9894529591238,22.5600097480218
1741,1814,5.36320512820513,4.05051282051282,5.49782051282051,0.153,0.804,0.043,-0.9857,0.069884892400856,2119.60985416343,-189.20485978453,105.147006402881,-0.296290993053713,23.0169044963257
1815,1817,5.48,3.59,5.57,0,1,0,0,0.107136279076248,2674.9770711931,-84.9836484011901,77.683948176487,-8.30084770695126,29.4519076770013
1818,1827,5.57894736842105,4.40105263157895,5.54526315789474,0.062,0.887,0.051,-0.1613,0.09326768966496,2275.49916561211,-156.966455468776,96.946827251558,-17.2071428850803,10.7042599563811
1828,1895,5.60135802469136,4.0941975308642,5.3941975308642,0.072,0.893,0.035,-0.8382,0.027702585479048,3008.06837412879,-280.814986940974,60.2369879996145,-15.9020695432214,20.1151003336802
1897,1940,5.4888,3.9082,5.5004,0.091,0.864,0.045,-0.855,0.023914803278644,2607.40372424444,-283.932687845005,79.7450564618162,-18.9165342461607,20.9956384986007
1945,1975,5.66555555555556,3.75833333333333,5.57,0.04,0.854,0.106,0.449,0.005692416947891,2817.57861971891,-451.744331429186,76.7947442432573,15.8052188019898,16.0264940375019
1976,2040,5.8663829787234,4.00212765957447,5.35,0.075,0.837,0.089,-0.6136,0.010735940710735,2561.84888692732,-423.411052177966,87.6996969860094,11.2227229794671,14.8339557754921
2082,2140,5.72479166666667,4.04875,5.44833333333333,0.045,0.891,0.064,0.597,0.013914160707089,2689.47069720693,-366.092599668982,78.4697868347247,3.66894006283543,21.4238030835046
2144,2196,5.54379310344828,3.91603448275862,5.55775862068966,0.049,0.875,0.076,0.7893,0.030814286481924,2420.72748365909,-237.646853462407,92.4471540882011,-9.14794708184749,20.9458626961006
2197,2248,6.06267605633803,3.88887323943662,5.76549295774648,0.036,0.78,0.184,0.9898,0.011491450026282,3233.19663076988,-371.086546470253,58.8392543985397,7.29336662126559,25.2751145561311
2249,2285,5.67540540540541,4.1872972972973,5.2845945945946,0.135,0.76,0.105,-0.7582,0.027054482932833,2198.14359426534,-309.614627581895,97.7312280948959,-6.6362352063271,34.2425612541277
2310,2349,5.52417910447761,3.87970149253731,5.36925373134328,0.125,0.841,0.034,-0.9618,0.012623616861852,2435.27148592155,-380.366378651426,92.8859765447256,-6.92378685003401,15.2770930456976
2350,2360,5.3325,4.00416666666667,5.23583333333333,0.086,0.914,0,-0.4588,0.040901608483283,1981.05341214505,-225.614460548602,105.730357321918,-8.0777627155507,37.7407046669529
2361,2385,5.68857142857143,3.88821428571429,5.63,0.118,0.856,0.026,-0.8597,0.030450875838388,2177.0864263006,-231.680344981029,106.272403571424,-19.2215919547671,24.2115161793545
2386,2520,5.28503703703704,4.14044444444444,5.404,0.187,0.76,0.053,-0.9977,0.020513053990774,2192.47943771196,-311.27414340556,102.881297068095,4.36284609808883,25.7713651003855
2525,2570,5.62754098360656,4.16065573770492,5.65147540983607,0.149,0.777,0.074,-0.9446,0.028909349048476,2491.67327303562,-279.89031786402,86.7306842358086,-10.5541531775655,19.2325481576966
2575,2668,5.49975308641975,4.15567901234568,5.41148148148148,0.194,0.774,0.032,-0.9958,0.013968713888899,2656.95388878948,-371.114742185749,82.9671765097834,5.23348226532397,16.9347567306464
2669,2710,5.66214285714286,4.14928571428572,5.59857142857143,0.202,0.729,0.069,-0.9791,0.023875882987556,3063.21293757425,-305.052814283881,62.0056090642317,-8.7426173433354,16.8904068569159
