Scene Start,Scene End,Valence,Arousal,Dominance,Audio Energy,Spectral Centroid,mfcc1,mfcc2,mfcc3,mfcc4
3720,3723,5.294,3.426,5.276,0.087236048529528,1942.02787631731,-125.516558803896,118.399122402316,-7.33469282990098,24.0688679280328
3724,3727,5.603,3.99,5.603,0.064813603985803,2287.74387158596,-137.654439659559,106.219963111781,3.17938281275339,13.5340004809405
3728,3758,5.428,3.663,5.485,0.069303848109268,2184.08625557256,-173.522532396468,101.705502571278,-4.70778582165705,21.6399433582199
3759,3784,5.73133333333333,3.80066666666667,5.615,0.046976509012368,2338.87081065904,-181.594335426498,95.1007794129195,-15.5810555955219,19.8229380809124
3785,3788,5.50142857142857,3.63,5.48571428571429,0.092376965672663,2284.234181086,-105.954236370712,98.8522751402896,7.70479223690424,17.9348311032096
3789,3806,5.52526315789474,4.28368421052631,5.36578947368421,0.157981113424349,2179.2230097848,-58.1523451354193,102.912793756939,-9.91006521952547,23.0158657759284
3806,3870,5.40133333333333,4.68066666666667,5.49133333333333,0.19916574387603,2207.14582185605,-30.7531312811073,101.705206212574,0.648861761331238,18.2892585268896
3871,4060,5.41854961832061,4.29946564885496,5.45328244274809,0.086951014111147,2564.15685185846,-211.116371443286,85.3776500129229,4.9411063023103,22.3942743485482
4070,4241,5.45920353982301,4.05,5.52619469026549,0.090825950785485,2342.18742709314,-104.053818994349,99.0127422125802,-13.6595624852449,10.0083051019057
4249,4289,5.86866666666667,3.63833333333333,5.47333333333333,0.049568279534161,1940.25377709705,-176.766483989275,116.066919558905,-11.3400808319704,15.6823457366454
4290,4409,5.52257142857143,3.52685714285714,5.49457142857143,0.038181578741495,1909.43221116703,-259.154689493426,113.17065471795,4.67607838021959,27.6079206902554
4419,4570,5.82169642857143,3.850625,5.76991071428571,0.017572398577905,2532.08593563774,-328.829554801599,89.5708386580248,20.0508885444246,28.1881985481061
4575,4595,5.7090625,3.770625,5.604375,0.111812626487523,1760.96716374007,-119.083245421059,124.658548002428,1.13218569461589,31.0410389569665
4596,4614,5.948,4.307,5.67,0.131240095016699,2002.33836832705,-95.4338708799913,112.105719240873,3.47374252131144,33.0698940882152
4615,4691,5.33772151898734,4.16962025316456,5.41518987341772,0.149817056472696,2802.81668748262,-32.1720756608068,76.2720048466632,-10.8652704239544,32.2635054173798
4692,4730,5.51035714285714,4.22428571428571,5.28,0.133867409683153,2595.99942534992,-78.9716609124717,92.4412646001996,-14.7162690547925,18.6329586501446
4731,4740,4.90125,4.1475,5.3675,0.08898497509383,2373.87216510808,-159.447930444634,93.0655348139648,-7.10108992898429,37.7271642461486
4741,4765,4.97615384615385,4.42307692307692,5.18384615384615,0.175500082714913,2469.7160331305,-12.8707151186761,94.4986741765112,-17.0499146064267,19.4181875214584
4766,4770,5.57,4.04333333333333,5.4,0.151931646118559,2776.68700795367,-18.7913051474654,80.6593869640911,-9.88785175104704,30.8497500608654
4771,4785,5.41166666666667,4.27666666666667,5.46833333333333,0.188467256580218,2889.50559931058,3.4619638784096,75.8180898114116,2.64430915449841,20.2749605009185
4790,4800,5.64,3.8225,5.5275,0.16736618427565,3122.45444158994,-12.5827360375149,66.5008505761408,-5.10255059585876,19.2540161254959
4801,4880,5.7,4.11814814814815,5.52277777777778,0.078345489251369,1991.32544722756,-162.977387811794,116.11343680557,-11.1139127999922,17.9987687256039
4881,5520,5.66821428571429,3.9802380952381,5.6927380952381,0.102585682806213,2344.27403442545,-143.72839321175,96.3721119812709,-6.06220387145671,23.6259543286831
4981,5008,5.65695652173913,3.58913043478261,5.48521739130435,0.079655666565068,2209.94084999767,-122.545455123062,103.732883916904,-22.3938664451547,23.2699593072783
5011,5099,5.74421052631579,3.99223684210526,5.63407894736842,0.085252535793829,2141.95660109994,-165.700978992288,102.227330177342,2.38610244509565,29.2703503472354
5100,5217,5.45215189873418,4.39189873417722,5.35645569620253,0.068876953668747,2670.06788896439,-182.180647582305,86.4905957784678,-6.46551823319691,15.1768139701881
5218,5270,5.42607843137255,4.02490196078431,5.51980392156863,0.046937427917017,2242.43804330706,-218.947263414159,101.991377802178,-5.5278820658358,24.7365310949865
5275,5303,5.63857142857143,4.01619047619048,5.43238095238095,0.101411728481397,2399.51527529927,-120.173656044441,89.5390255116936,-5.07449644777531,24.5528898483046
